Name,Price,Color,Storage,Stars,Rating Score,Display,RAM,Battery,Back Camera,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC,img_URL,brand,Popularity,RepairCost,Resale_value,Parts_availability
Infinix Smart 8 Pro,"23,599","Timber Black,Gold,Green,White,Rainbow Blue",128GB - 4GB RAM,5,57 Ratings ,6.62 Inches,4 GB,5000 mAh,50MP + AI Cam,1/23/2024,Dual nano sim,no Data,no Data,Android 13 OS,6.62 Inches,720 x 1612 Pixels,IPS LCD Capacitive Touchscreen,no Data,128 GB,microSDXC (dedicated slot),Mediatek Helio G36,no Data,5000 mAh,8 MP,LED flash,no Data,LED flash,1080p@30fps,Yes,Yes,Yes,no Data,no Data,Yes,no Data,https://images.priceoye.pk/infinix-smart-8-pro-pakistan-priceoye-jdztv-500x500.webp,Infinix,85,4943.096461,21829.075,50
XSmart Mate 10,"24,199","Blue,Purple,Black,Graphite Gray",128GB - 6GB RAM,5, 1 Ratings ,6.56 inches,6GB,5000 mAh,Quad : 50MP + 2MP + 2MP + QVGA,1/18/2024,"Dual SIM (Nano-SIM, dual stand-by)",no Data,no Data,Android 13,6.56 inches,720 x 1612 pixels,"HD+, V-Notch Display",no Data,128 GB,no Data,Mediatek Helio G36,no Data,5000 mAh,8 MP,no Data,1080p@30fps,Ring-LED flash,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/xsmart-mate-10-pakistan-priceoye-21fel-500x500.webp,XSmart,70,7480.297153,20569.15,40
XMobile Champion,"3,599","Black Red,Blue Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,1800 mAh,Smart Camera,12/20/2022,Dual SIM,no Data,no Data,Proprietary OS,2.4 Inches,no Data,Colorful Display,no Data,Standard,Yes,no Data,no Data,1800 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-champion-pakistan-priceoye-h6jxs-500x500.webp,XMobile,70,1155.281076,2987.17,70
Sparx Edge 20 Pro,"47,499","Twilight Black,Sparkling Blue",256GB - 8GB RAM,5,19 Ratings ,6.67 Inches,8GB RAM + Upto 8GB Expandable,5000 mAh,108 MP + 8 MP + 2 MP,2/3/2024,Dual SIM Nano Hybrid,162.23 x 73.6 x 8.55 mm,193 g,no Data,6.67 Inches,no Data,AMOLED FHD+ 3D Curve + Punch Hole Display,no Data,256 GB,no Data,"Octa Core, Mediatek Helio G99",no Data,5000 mAh,16 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,no Data,https://images.priceoye.pk/sparx-edge-20-pro-pakistan-priceoye-e6ddy-500x500.webp,Sparx,70,14044.20288,40374.15,40
Nokia 105,"4,999","Charcoal,Blue",STANDARD,5,14 Ratings ,1.77 Inches,Standard,1000 mAh,no Data,2/15/2023,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,no Data,no Data,Standard,no Data,no Data,no Data,1000 mAh (Up to 14 Hours Talk Time / 18 Days Standby Time),no Data,no Data,no Data,no Data,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/nokia-105-simba-pakistan-priceoye-t16lx-500x500.webp,Nokia,70,1600.64423,4199.16,70
E-Tachi iPro,"4,099","Black,Blue,Gold,White,Dark Purple,Dark Green,Sky Blue",STANDARD,5,11 Ratings ,2.4 inches,32 MB,2000 mAh,0.08 MP,3/31/2023,Dual Sim dual standby,55 x 129 x 15.2 mm,no Data,Proprietary OS,2.4 inches,320 x 240,no Data,no Data,32 MB,T-Card Support up to 16GB,no Data,no Data,2000 mAh,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/e-tachi-ipro-pakistan-priceoye-9kelj-500x500.webp,E-Tachi,70,1314.598961,3443.16,70
GFive pro,"2,999","Golden,Navy Blue,Pink,Purple",STANDARD,5, 1 Ratings ,2.8 Inches,Standard,3000 mAh,Digital Camera,4/3/2024,Dual sim,no Data,no Data,Proprietary,2.8 Inches,no Data,no Data,no Data,Standard,Support Up To 32 GB,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,no Data,Yes,NO,no Data,No,no Data,No,No,https://images.priceoye.pk/gfive-pro-pakistan-priceoye-ax2rh-500x500.webp,GFive,70,963.7188456,2549.15,40
GRESSO Jugnu,"2,799","Light Blue,Dark Blue,Black,Blue,Red",STANDARD,5,2 Ratings ,1.77 Inches,Standard,1000 mAh,Smart Camera,7/6/2022,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gresso-jugnu-pakistan-priceoye-x2rl8-500x500.webp,GRESSO,70,899.772461,2323.17,70
Qmobile E4 Quad PRO,"3,799","Blue,Purple Black,Green,Black",STANDARD,5, 1 Ratings ,2.4 inches,Standard,3000 mAh,YES,3/18/2024,Dual Sim,no Data,no Data,no Data,2.4 inches,no Data,no Data,no Data,Standard,Memory Support upto 32GB,no Data,no Data,3000mAh,NO,NO,NO,Yes,YES,YES,NO,NO,NO,YES,NO,NO,https://images.priceoye.pk/qmobile-e4-quad-pro-pakistan-priceoye-q7tmt-500x500.webp,Qmobile,70,1219.042846,3229.15,40
QMobile QHero,"3,299","Black,Purple Black,Light Blue Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Digital Camera,2/7/2024,Dual Sim,no Data,no Data,proprietary,2.4 Inches,no Data,LCD Display,no Data,Standard,Memory Support Upto 32GB,no Data,no Data,3000mAh,no Data,no Data,no Data,Yes,Yes,No,no Data,no Data,no Data,FM radio,No,No,https://images.priceoye.pk/qmobile-qhero-pakistan-priceoye-0vt62-500x500.webp,QMobile,70,1059.551884,2804.15,40
Honor X8b,"75,699","Green,Titanium Silver,Midnight Black",512GB - 8GB RAM,5, 1 Ratings ,6.7 inches,16GB RAM Turbo technology (8+8 GB),4500 mAh,108MP +5MP,4/8/2024,Dual Nano Sim,161.1 x 74.6 x 6.8 mm,161.1 x 74.6 x 6.8 mm,MagicOS 7.2（Based on Android 13）,6.7 inches,2412*1080,AMOLED,no Data,512 GB,no Data,Qualcomm Snapdragon 680,Adreno 610,4500 mAh (typical value),50MP Camera (f/2.1),YES,Support up to 1080P video shootin,Yes,Support up to 1080*1920pixels,Yes,YES,YES,No,No,YES,YES,https://images.priceoye.pk/honor-x8b-pakistan-priceoye-1sg68-500x500.webp,Honor,70,21150.63542,64344.15,40
AllCall Shine 12 Pro,"19,299","Black Blue,Orange,Polar Blue,Mirror Black,Coral Orange",STANDARD,5, 1 Ratings ,6.52,4GB,4500 mAh,13Mp,2/29/2024,Dual Sim,no Data,no Data,Android 13,6.52,no Data,no Data,no Data,128GB,no Data,Octa Core,no Data,4500 mAh,5MP,Yes,no Data,Yes,Yes,Yes,Yes,Yes,No,unspecified,Yes,No,https://images.priceoye.pk/all-call-shine-12-pro-pakistan-priceoye-ob2md-500x500.webp,AllCall,70,6020.18573,16404.15,40
FAYWA Prime 2,"2,399","Green,Black,Blue,Red",STANDARD,5, 1 Ratings ,1.8,Standard,1200 mAh,Smart camera,10/31/2023,Dual SIM,no Data,no Data,Proprietary os,1.8,no Data,Vibrant Screen,no Data,Standard,Expandable memory support up to 32GB,no Data,no Data,1200mAH Battery,no Data,no Data,no Data,Yes,no Data,Yes,no Data,no Data,no Data,Yes,no Data,No,https://images.priceoye.pk/faywa-prime-2-pakistan-priceoye-esok7-500x500.webp,FAYWA,70,771.7412302,2015.16,70
Sparx Neo 6,"15,299","Grey,Mystic Blue",32GB - 3GB RAM,5,15 Ratings ,6.517 inches,3 GB,4250 mAh,13MP + 2MP + VGA (Triple),3/8/2023,Dual SIM Nano,165.5 x 76.6 x 9.2 mm,no Data,Android 12,6.517 inches,720 x 1600,IPS LCD,no Data,32 GB,Support micro SD upto 128GB,Unisoc SC9863a,no Data,4250 mAh,5 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/sparx-neo-6-pakistan-priceoye-uoq94-500x500.webp,Sparx,70,4807.719576,12851.16,70
Tecno Camon 30 Pro 5G,"95,999","Iceland Basaltic Dark,Alps Snowy Silver",512GB - 12GB RAM,5, 1 Ratings ,6.78 Inches,512 GB,5000 mAh,50MP + 2MP,4/23/2024,Dual sim,164*74.53*7.68mm,no Data,Android 14,6.78 Inches,1080*2436,AMOLED 144Hz,no Data,12 GB,no Data,MediaTek Dimensity 8200,Octa-core,5000mAh,50MP AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://images.priceoye.pk/tecno-camon-30-pro-5g-pakistan-priceoye-opnl3-500x500.webp,Tecno,70,25698.24923,81599.15,40
GFive 6700 4G,"7,699","Navy Blue,Brown,Golden,Pink,Purple,Copper,Coffee,Green,Grey,Gray",16GB - 2GB RAM,5, 1 Ratings ,2.8 Inches,2GB,4000 mAh,Smart camera,4/2/2024,Dual-Sims Both 4G Active (Nano),no Data,no Data,Android 13.0,2.8 Inches,240*320 FW IPS,no Data,no Data,16GB,Supported  Up To 32 GB,Android 13.0,no Data,4000 mAh Removable,Smart camera,Yes,no Data,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/gfive-6700-4g-pakistan-priceoye-d9bfx-500x500.webp,GFive,70,2453.172346,6544.15,40
Tecno Spark 10C,"23,399","Black,Blue,Green,Orange,Skin Blue",128GB - 4GB RAM,5,101 Ratings ,6.6 Inches,4 GB,5000 mAh,16 MP,6/16/2023,"Dual Sim, Dual Standby (Nano-SIM)",163.9 x 75.5 x 8.5 mm,no Data,Android 12 OS,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,128 GB,"microSD Card, (supports up to 256GB)",Octa-core,Mali-G57 MP1,5000 mAh,8 MP,Dual Flash,720p@30fps,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/tecno-spark-10c-pakistan-priceoye-1v50b-500x500.webp,Tecno,70,7243.803922,19655.16,70
Infinix Note 40 Pro,"69,999","Vintage Green,Titan Gold",256GB - 12GB RAM,5,10 Ratings ,6.78 Inches,12 GB,5000 mAh,108 MP + 2 MP + 2 MP,3/18/2024,"Dual SIM (Nano-SIM, dual stand-by)",164.35 x 74.6 x 7.75 mm,190 g,"Android 14, XOS 14",6.78 Inches,1080 x 2436 pixels,"AMOLED, 1B colors, 120Hz, 1300 nits (peak)",Corning Gorilla Glass,256 GB,no Data,MediaTek Helio G99 Ultimate,Mali-G57 MC2,5000 mAh,32 MP,Yes,1080p@30fps,Yes,2K 30FPS/1080P 60FPS/,Yes,Yes,Yes,No,FM radio,Yes,Yes (market/region dependent),https://images.priceoye.pk/infinix-note-40-pro-pakistan-priceoye-n4uwu-500x500.webp,Infinix,85,12788.31923,64749.075,50
E-Tachi E40i,"3,699","Black,Dark Green,White",STANDARD,5,3 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,12/22/2022,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-e40i-pakistan-priceoye-6lato-500x500.webp,E-Tachi,70,1187.16773,3070.17,70
Qmobile QGuru Plus,"2,099","Black Green,White Green,Blue Green,Aqua,Light Blue",STANDARD,5,14 Ratings ,1.8 Inches,Standard,1000 mAh,Smart Camera,11/4/2023,Dual SIM,no Data,no Data,Proprietary OS,1.8 Inches,no Data,no Data,no Data,Standard,Up to 32GB Support,no Data,no Data,1000 mAh,No,no Data,No,Yes,Yes,no Data,no Data,No,No,Yes,No,No,https://images.priceoye.pk/qmobile-qguru-plus-pakistan-priceoye-vv0h4-500x500.webp,Qmobile,70,675.5966533,1763.16,70
E-Tachi Mega Music Pro,"3,825","Black Red,Black Blue,White Red,White Blue",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3200 mAh,Smart Camera,12/23/2022,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-mega-music-pro-pakistan-priceoye-nyrnt-500x500.webp,E-Tachi,70,1227.328486,3174.75,70
Infinix Hot 11 Play,"26,499","Haze Green,Gold,Blue,Black","64GB - 4GB RAM,128GB - 4GB RAM",5,123 Ratings ,6.82 Inches,4 GB,6000 mAh,13 MP + AI Lens,11/16/2021,"Dual Sim, Dual Standby (Nano-SIM)",171.8 x 78 x 8.9 mm,201 g,Android 11 OS,6.82 Inches,720 x 1640 Pixels,IPS LCD,no Data,64 GB,"microSD Card, (supports up to 512GB)",Helio G35 Gaming Processor,PowerVR GE8320,"Li-Po 6000 mAh, non-removable",8 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/infinix-hot-11-play-pakistan-priceoye-yars2-500x500.webp,Infinix,85,5506.20173,23716.605,80
Itel Muzik 430,"3,649","Purple,Green,Golden",STANDARD,5,21 Ratings ,2.4 Inches,Standard,3000 mAh,Digital Camera,8/21/2023,Dual Sim,126.3 x 53.2 x 15.5 mm,no Data,Proprietary OS,2.4 Inches,240 x 320,LCD,no Data,Standard,Expandable up to 32 GB,no Data,no Data,3000 mAh,No,no Data,No,no Data,No,no Data,no Data,No,No,no Data,No,No,https://images.priceoye.pk/itel-muzik-430-pakistan-priceoye-roz3t-500x500.webp,Itel,70,1171.225846,3065.16,70
Samsung Galaxy A34,"98,499","Lime,Graphite,Violet,Silver","128GB - 6GB RAM,128GB - 8GB RAM,256GB - 8GB RAM",5,71 Ratings ,6.6 Inches,6/8 GB,5000 mAh,48 MP + 8 MP + 5 MP,5/30/2023,"Dual Sim, Dual Standby (Nano-SIM)",161.3 X 78.1 X 8.2mm,199g,Android 12 OS,6.6 Inches,1080 x 2340 Pixels,"Super AMOLED Capacitive Touchscreen, Multitouch",Corning Gorilla Glass 5,128/256 GB,MicroSD (Up to 1TB),Octa-core (2 x 2.6 GHz Cortex-A78 + 6 x 2.0 GHz Cortex-A55),Mali-G68 MC4,"Li-Po Non removable, 5000 mAh",13 MP,No,Yes,Yes,"4K@30fps, 1080p@30fps",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-a34-pakistan-priceoye-0nbwm-500x500.webp,Samsung,90,16375.51558,96036.525,90
Nokia C12 Pro,"21,499","Charcoal,Dark Cyan,Light Mint",64GB - 4GB RAM,5, 1 Ratings ,6.3 inches,3 / 4 GB,4000 mAh,8 MP,3/21/2023,no Data,160.6 x 74.3 x 8.8 mm,177.4 g,Android 12 (Go edition),6.3 inches,720 x 1600 pixels,IPS LCD,Scratch-resistant glass,64 GB,Unspecified,Unisoc SC9863A1,IMG8322,4000 mAh,5 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,FM radio wired + wireless,Yes,No,https://images.priceoye.pk/nokia-c12-pro-pakistan-priceoye-vek1t-500x500.webp,Nokia,70,6679.172884,18059.16,70
Samsung Galaxy S24,"269,999","Cobalt Violet,Amber Yellow,Onyx Black,Marble Grey",256GB - 8GB RAM,5,4 Ratings ,6.2 Inches,8 GB,4000 mAh,50 MP + 10 MP + 12 MP,1/19/2024,Dual Sim (SIM 1 + SIM 2 / SIM 1 + eSIM / Dual eSIM),147.0 x 70.6 x 7.6 mm,167g,Android,6.2 Inches,2340 x 1080 (FHD+),Dynamic AMOLED 2X,no Data,256 GB,no Data,Deca-Core,no Data,4000 mAh,12 MP,no Data,Yes,Yes,UHD 8K (7680 x 4320) @30fps,Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-s24-pakistan-priceoye-dv3jk-500x500.webp,Samsung,90,18173.16538,265949.015,60
FAYWA F14 Pro (4 Sim),"3,699","Black,White,Blue,Purple,Gold,Rose Gold,Silver",STANDARD,5,6 Ratings ,2.4 Inches,Standard,2200 mAh,Digital Camera,10/30/2023,4 Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,no Data,no Data,no Data,2200 mAh,No,no Data,No,Yes,Yes,Yes,no Data,no Data,No,Yes,No,No,https://static.priceoye.pk/images/play-icon.webp,FAYWA,70,1187.16773,3107.16,70
Honor X7b,"56,999","Crystal Silver,Emerald Green,Midnight Black",256GB - 8GB RAM,5, 1 Ratings ,6.8 inches,16GB RAM Turbo technology  (8+8 GB),6000 mAh,"108 MP, f/1.8, 24mm (wide), 1/1.67",4/8/2024,Dual sim,166.7 x 76.5 x 8.2 mm,199 g,MagicOS 7.2 (Based on Android 13),6.8 inches,1080 x 2412 pixels,"IPS LCD, 90Hz, 850 nits",no Data,256 GB,microSDXC,Qualcomm Snapdragon 680,Adreno610,6000 mAh,"8 MP, f/2.0",YES,1080p@30fps,Yes,1080p@30fps,Yes,YES,YES,Yes,No,YES,YES,https://images.priceoye.pk/honor-x7b-pakistan-priceoye-e84gh-500x500.webp,Honor,70,16540.70423,48449.15,40
Samsung Galaxy A05,"26,500","Light Green,Black,Silver","64GB - 4GB RAM,128GB - 4GB RAM,128GB - 6GB RAM",5,12 Ratings ,6.7 Inches,4 GB,5000 mAh,50.0 MP + 2.0 MP,2/9/2024,Dual-SIM (Nano-SIM),168.8 x 78.2 x 8.8 mm,195,Android,6.7 Inches,720 x 1600,PLS LCD,no Data,128 GB,MicroSD (Up to 1TB),"2GHz, 1.8GHz Octa-Core",no Data,5000 mAh,8 MP,No,Yes,Yes,FHD (1920 x 1080) @60fps,Yes,Yes,Yes,No,no Data,Yes,no Data,https://images.priceoye.pk/samsung-galaxy-a05-pakistan-priceoye-42za3-500x500.webp,Samsung,90,5506.394231,26102.5,60
VGO TEL i710,"4,249","Sea Blue,Black Green,White Orange,Black Red,Black Blue",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,4000 mAh,VGA Camera,2/9/2023,Dual SIM - Dual Standby,no Data,no Data,Proprietary OS,2.4 Inches,no Data,QVGA Display,no Data,Standard,Yes,no Data,no Data,4000 mAh,VGA Camera,Yes,Yes,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-i710-pakistan-priceoye-byv1k-500x500.webp,VGO,70,1362.338076,3569.16,70
Infinix Smart 8,"20,699","Timber Black,Shiny Gold,Crystal Green,Galaxy White,Glacier White","64GB - 3GB RAM,64GB - 4GB RAM",5,52 Ratings ,6.6 Inches,3 GB,5000 mAh,50 MP Dual,11/9/2023,"Dual SIM (Nano-SIM, dual stand-by)",no Data,no Data,Android 13,6.6 Inches,720 x 1612 Pixels,"IPS LCD, 90Hz, 500 nits (peak)",no Data,64 GB,microSDXC (dedicated slot),Unisoc T606,Mali-G57 MP1,5000 mAh,8 MP,Yes,Yes,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No,https://images.priceoye.pk/infinix-smart-8-pakistan-priceoye-frogf-500x500.webp,Infinix,85,4370.287346,18939.585,80
Realme C11 2021,"22,999","Iron Grey,Lake Blue","32GB - 2GB RAM,64GB - 4GB RAM",5,62 Ratings ,6.5 Inches,2 GB,5000 mAh,8 MP,7/20/2022,"Dual SIM (Nano-SIM, dual stand-by)",165.2 x 76.4 x 8.9mm,190 g,Android 11 OS,6.5 Inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",No,32 GB,Yes,Octa-core 1.6GHz,IMG 8322,"(Li-Po Non removable), 5000 mAh",5 MP,No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/realme-c11-2021-pakistan-priceoye-8xbi3-500x500.webp,Realme,70,7125.280384,19089.17,70
Tecno Spark 10 Pro,"29,999","Magic Skin Red,Starry Black,Pearl White,Lunar Eclipse","128GB - 8GB RAM,256GB - 8GB RAM",5,363 Ratings ,6.78 Inches,8/16 GB,5000 mAh,50 MP + QVGA,8/22/2023,"Dual Sim, Dual Standby (Nano-SIM)",164.6 x 76.2 x 8.4mm,208 g,Android13 + HiOS 12.6,6.78 Inches,1080 x 2460 Pixels,FHD+H,no Data,128/ 256 GB,"microSD Card, (supports upto 256GB)",2.0 Ghz Octa Core,Mali-G52 MC2,5000 mAh,32 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/tecno-spark-10-pro-pakistan-priceoye-v9jf1-500x500.webp,Tecno,70,9172.788461,25199.16,70
Realme C25Y,"37,799","Glacier Blue,Metal Grey",64GB - 4GB RAM,5,97 Ratings ,6.5 Inches,4 GB,5000 mAh,50 MP + 2 MP + 2 MP,9/30/2021,"Dual Sim, Dual Standby (Nano-SIM)",164.5 x 76 x 9.1 mm,200 g,Android 11 OS,6.5 Inches,720 x 1600 Pixels,"Capacitive IPS LCD Touchscreen, 16M Colors, Multitouch",no Data,64/128 GB,microSDXC (dedicated slot),Unisoc T610 (12 nm),Mali-G52,"(Li-Po Non removable), 5000 mAh",8 MP,No,720p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/realme-c25y-pakistan-priceoye-uano3-500x500.webp,Realme,70,11387.69746,30995.18,70
GFive Style 4G,"7,599","Navy Blue,Brown,Golden,Crystal Green,Purple,Coffee,Blue",16GB - 2GB RAM,5,4 Ratings ,2.8 Inches,2GB,4000 mAh,Smart camera,4/2/2024,Dual-Sims 4G Active (Nano),no Data,no Data,Android 13.0,2.8 Inches,240*320 QVGA IPS,no Data,no Data,16GB,Supported  Up To 32 GB,Quad Core 1.3Ghz MTK6739  4G version,no Data,4000 mAh Removable Lithium,Smart camera,Yes,no Data,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/gfive-style-4g-pakistan-priceoye-stwi1-500x500.webp,GFive,70,2421.74723,6459.15,40
GFive Gold,"1,949","Gold,Blue,Black",STANDARD,5,5 Ratings ,1.8 Inches,Standard,3000 mAh,Digital Camera,2/14/2023,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-gold-pakistan-priceoye-jh16w-500x500.webp,GFive,70,627.4854225,1637.16,70
Xiaomi Redmi Note 13 Pro,"64,999","Midnight Black,Forest Green,Aurora Purple,Lavender Purple","256GB - 8GB RAM,512GB - 12GB RAM",5,87 Ratings ,6.67,"8GB,12GB",5000 mAh,200MP+8MP+2MP triple,1/26/2024,SIM 1 + Hybrid (SIM or microSD),161.1x 74.95x 7.98 mm,188g,MIUI 14,6.67,2400x1080,AMOLED,Corning Gorilla Glass,"256GB, 512GB",microSD,MediaTek Helio G99-Ultra,Mali-G57 MC2,5000mAh,16MP,no Data,1080p 1920x1080 at 30/60fps720p 1280x720 at 30fps,Yes,1080p 1920x1080 at 30/60fps720p 1280x720 at 30fps,Yes,Yes,Yes,No,unspecified,Yes,Yes,https://images.priceoye.pk/xiaomi-redmi-note-13-pro-pakistan-priceoye-8zikv-500x500.webp,Xiaomi,70,18562.25192,55249.15,40
Sparx Note 20,"35,999","Pearl White,Elegant Black",256GB - 16GB RAM,5,16 Ratings ,6.67 Inches,8+(8 GB Extended Ram),5000 mAh,50 MP,1/17/2024,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 13OS,6.67 Inches,720 x 1600 Pixels,AMOLED,no Data,256 GB,microSD Card,MediaTek Helio G99,no Data,5000 mAh,24 MP,no Data,no Data,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-note-20-pakistan-priceoye-sxpsw-500x500.webp,Sparx,70,10882.79538,30599.15,40
Infinix Hot 40 Pro,"41,299","Starlit Black,Palm Blue,Starfall Green,Horizon Gold",256GB - 8GB RAM,5,85 Ratings ,6.78 Inches,8GB,5000 mAh,108 MP + 2 MP + 0.08 MP,12/5/2023,"Dual SIM (Nano-SIM, dual stand-by)",168.6 x 76.6 x 8.3 mm,199 g,"Android 13, XOS 13.5",6.78 Inches,1080 x 2460 Pixels,"IPS LCD, 120Hz, 500 nits (peak)",no Data,256GB,microSDXC (dedicated slot),Mediatek Helio G99 (6nm),Mali-G57 MC2,"5000 mAh, non-removable",32 MP,Dual-LED flash,1080p@30fps,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,FM radio,Yes,Yes,https://images.priceoye.pk/infinix-hot-40-pro-pakistan-priceoye-dqn2c-500x500.webp,Infinix,85,8228.849576,37788.585,80
VGO TEL iMusic,"3,999","Black Red,Black,White Red,Silver",STANDARD,5,2 Ratings ,2.8 Inches,Standard,3000 mAh,VGA Camera,1/27/2022,Dual SIM – Dual Standby,no Data,no Data,Proprietary OS,2.8 Inches,no Data,Big LCD Screen,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-imusic-pakistan-priceoye-6kuhi-500x500.webp,VGO,70,1282.758461,3319.17,70
Tecno Spark 20 Pro Plus,"48,999","Temporal Orbits,Lunar Frost,Magic Skin 2.0 Green,Radiant Starstream",256GB - 8GB RAM,5,41 Ratings ,6.78,16GB (8GB + 8GB Extendable RAM),5000 mAh,108MP + 2MP,2/7/2024,Dual Sim,164.65*75.04*7.55mm,no Data,Android 14,6.78,1080*2436,AMOLED,no Data,256 GB,microSDXC,MTK G99 Ultimate,no Data,5000 mAh,32MP,Dual-LED flash,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,https://images.priceoye.pk/tecno-spark-20-pro-plus-pakistan-priceoye-vhy8v-500x500.webp,Tecno,70,14445.31038,41649.15,40
FAYWA Eagle 2 (4 SIM),"2,999","Black,Grey",no Data,5,23 Ratings ,2.4 INCH LCD,Standard,3500 mAh,Smart Camera,11/20/2023,4 sim,no Data,no Data,proprietary,2.4 INCH LCD,no Data,LCD,no Data,Standard,Support up to 16GB,no Data,no Data,3500 mAh,no Data,no Data,no Data,Yes,no Data,Yes,no Data,no Data,no Data,Yes,No,No,https://images.priceoye.pk/faywa-eagle-2-4-sim-pakistan-priceoye-s274f-500x500.webp,FAYWA,70,963.7188456,2519.16,70
